target_gene,top10_predictors
YDR210C-D,"['YBL107W-A', 'YPR158C-D', 'YDR210C-C', 'YDR025W', 'YOL100W', 'YGL089C', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W']"
YDR210W,"['YMR316W', 'YOL014W', 'YOL151W', 'YDL246C', 'YOR382W', 'YGR234W', 'YHR087W', 'Q0130', 'YLR353W', 'YLR359W']"
YDR210W-B,"['YFL002W-B', 'YLR384C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR211W,"['YLR178C', 'YHR087W', 'YDR170W-A', 'YDR171W', 'YLR353W', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR212W,"['YJL153C', 'Q0070', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR213W,"['YML087C', 'YPL201C', 'YJR150C', 'YDL181W', 'YOR306C', 'YGL158W', 'YMR011W', 'YCL037C', 'YFR053C', 'YFL014W']"
YDR214W,"['YNL281W', 'YLL026W', 'YLR216C', 'YNL007C', 'YDR258C', 'YNL160W', 'YFL014W', 'Q0010', 'YLR355C', 'YLR362W']"
YDR215C,"['YER081W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR216W,"['YOL126C', 'YFR053C', 'YKL216W', 'YGR032W', 'YKL109W', 'YOR374W', 'YMR145C', 'YOL154W', 'YDL038C', 'YOL058W']"
YDR217C,"['YHR087W', 'YDL038C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR218C,"['YLR307W', 'YAL018C', 'YBR045C', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR219C,"['YDL038C', 'YFL014W', 'YOL155C', 'YML123C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR220C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR221W,"['YDR170W-A', 'YGL089C', 'YOL058W', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR222W,"['YKL051W', 'YJR156C', 'YBR297W', 'YOR161C', 'YLR267W', 'YML047C', 'YMR011W', 'YBR054W', 'YGR110W', 'YLR297W']"
YDR223W,"['Q0065', 'YBR072W', 'YFL014W', 'YML123C', 'Q0010', 'YLR354C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR224C,"['YBL002W', 'YNL030W', 'YAR073W', 'Q0070', 'YFL014W', 'YNL300W', 'YGL089C', 'YHR015W', 'YEL071W', 'YAR009C']"
YDR225W,"['YBR009C', 'YLR267W', 'YLR400W', 'YOR382W', 'YIL117C', 'YFL014W', 'YHR215W', 'YLR352W', 'YLR360W', 'YLR359W']"
YDR226W,"['YJR109C', 'YIL080W', 'YDR133C', 'YOL155C', 'YDR034W-B', 'YML123C', 'YLR341W', 'YLR353W', 'YLR359W', 'YLR358C']"
YDR227W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR228C,"['Q0065', 'YGL089C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR229W,"['YHR087W', 'YDR171W', 'YLR351C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR230W,"['YML128C', 'YFL014W', 'YGL089C', 'YBR072W', 'YHR087W', 'YLR347C', 'YLR356W', 'YLR363C', 'YLR362W', 'YLR344W']"
YDR231C,"['YNL274C', 'YFR015C', 'YEL039C', 'YDL038C', 'YDL181W', 'YDL124W', 'YJL153C', 'YHR087W', 'YNL160W', 'YNL036W']"
YDR232W,"['YDL038C', 'YDR258C', 'YHR087W', 'YDR171W', 'YNR056C', 'Q0065', 'YBR072W', 'YLR347C', 'YLR358C', 'YLR363W-A']"
YDR233C,"['YOR374W', 'YML128C', 'YBR072W', 'YFL014W', 'YOR382W', 'YML123C', 'YGL089C', 'YDR171W', 'Q0010', 'YLR356W']"
YDR234W,"['YJL200C', 'YML128C', 'YFR053C', 'YHR087W', 'YNR056C', 'YDL039C', 'YAR073W', 'YLR361C', 'YLR360W', 'YLR359W']"
YDR235W,"['YOL100W', 'YGL089C', 'YBR072W', 'YLR327C', 'Q0070', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR236C,"['YHR087W', 'YLR384C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR237W,"['YDR406W', 'Q0065', 'YIL070C', 'YFL014W', 'YCR102C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR238C,"['YML100W', 'Q0065', 'YGL089C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR239C,"['YFR053C', 'YFL014W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR240C,"['YCL042W', 'YML128C', 'Q0130', 'YGL089C', 'YOL100W', 'YBR072W', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W']"
YDR241W,"['YOR225W', 'YBR072W', 'YFL014W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR242W,"['YJR148W', 'YMR095C', 'YBR033W', 'YPL245W', 'YHR209W', 'YCR005C', 'YIL014C-A', 'YFL044C', 'YJR161C', 'YIR031C']"
YDR243C,"['YDR171W', 'YDL039C', 'YOL058W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR244W,"['Q0130', 'Q0065', 'YML128C', 'YFL014W', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR245W,"['YGL156W', 'YLR178C', 'YLR327C', 'YBR072W', 'YGR043C', 'YER081W', 'YBR085C-A', 'YGR008C', 'YLR355C', 'YLR360W']"
YDR246W,"['YIL117C', 'YBR085C-A', 'YGR161C', 'YGL089C', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR247W,"['YCR021C', 'YKL109W', 'YGR052W', 'YDL048C', 'YPL057C', 'YAL061W', 'YML123C', 'YER053C-A', 'Q0055', 'YLR344W']"
YDR248C,"['Q0055', 'snR10', 'YHR183W', 'YGL255W', 'YPL058C', 'YBR054W', 'YOL155C', 'YOR383C', 'YJR073C', 'YGR234W']"
YDR249C,"['YML100W', 'YIL117C', 'YAL061W', 'YFL014W', 'YGL089C', 'YDL039C', 'Q0010', 'YLR361C', 'YLR360W', 'YLR359W']"
YDR250C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR251W,"['YHR087W', 'YDR074W', 'YDR171W', 'YJR004C', 'Q0055', 'YDL038C', 'YGL089C', 'YKL178C', 'Q0070', 'YLR346C']"
YDR252W,"['YOR382W', 'YER081W', 'YGR032W', 'YBR072W', 'YMR173W-A', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR253C,"['YNL277W', 'YCL064C', 'YIR017C', 'YER081W', 'YML058W-A', 'YOL100W', 'YLR303W', 'YGR234W', 'YDL039C', 'YLR356W']"
YDR254W,"['YDL038C', 'YCL040W', 'YNL036W', 'YER067W', 'YHR087W', 'YAL061W', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR255C,"['YDR171W', 'YDR170W-A', 'YGL156W', 'YCL040W', 'YEL060C', 'YBR072W', 'YDL039C', 'YDR034W-B', 'YGL089C', 'YDR077W']"
YDR256C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR257C,"['YOL014W', 'YDR019C', 'YOR382W', 'YMR173W-A', 'YLR342W', 'YLR353W', 'YLR360W', 'YLR341W', 'YLR359W', 'YLR358C']"
YDR258C,"['YLL026W', 'YDR171W', 'YCL030C', 'YLR259C', 'YDL038C', 'YLR327C', 'YOR383C', 'YJR004C', 'YPL111W', 'YFL014W']"
YDR259C,"['YDR490C', 'YOR225W', 'YDL177C', 'YJR158W', 'YOL100W', 'YGR292W', 'YGR142W', 'YBR067C', 'YNL036W', 'YMR011W']"
YDR260C,"['YOR071C', 'YMR158C-A', 'YEL073C', 'YDL246C', 'YOL100W', 'YOL014W', 'YNL036W', 'YOL058W', 'YIL169C', 'YOR383C']"
YDR261C,"['YLR400W', 'YKL096W', 'YIL117C', 'YML058W-A', 'YJR078W', 'YDR034W-B', 'YNR057C', 'YLR351C', 'YLR359W', 'YLR358C']"
YDR261C-D,"['YGR161C-D', 'YDR098C-B', 'YAR009C', 'YLR400W', 'YDR261W-B', 'YGL089C', 'YML123C', 'YHR087W', 'YJR004C', 'YGL255W']"
YDR261W-B,"['YLR400W', 'YER138W-A', 'YGR161C-D', 'YDR098C-B', 'YDR210C-D', 'YBL107W-A', 'YCR024C-A', 'YDR210C-C', 'YPR158C-D', 'YGR254W']"
YDR262W,"['YGR032W', 'YDR210C-C', 'YBR072W', 'YIL117C', 'YMR096W', 'YNL036W', 'YJR004C', 'YOL052C-A', 'YDR034W-B', 'YLR355C']"
YDR263C,"['YDL196W', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR264C,"['YLR136C', 'YDR170W-A', 'YEL065W', 'Q0130', 'YHL040C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR265W,"['YGR032W', 'YOR383C', 'YDL215C', 'YOR302W', 'YDL038C', 'YLR350W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR266C,"['YDR034W-B', 'YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR267C,"['YFR053C', 'YBR072W', 'YML123C', 'YDR171W', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR268W,"['snR10', 'YJR073C', 'YOL058W', 'YOR382W', 'YJR004C', 'YFL014W', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W']"
YDR269C,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR270W,"['YLR136C', 'YEL065W', 'YOR382W', 'YOL052C-A', 'YDL038C', 'YFL014W', 'YGL089C', 'YLR351C', 'YLR358C', 'YLR357W']"
YDR271C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR272W,"['YBR072W', 'YFR053C', 'YGR248W', 'YGL255W', 'YBR085C-A', 'YOR383C', 'YGL037C', 'YLR354C', 'YLR360W', 'YLR359W']"
YDR273W,"['YLR307W', 'YBR045C', 'YGR032W', 'YHR087W', 'YBR072W', 'YGR043C', 'YLR382C', 'YLR354C', 'YLR361C', 'YLR360W']"
YDR274C,"['YBR072W', 'YGR032W', 'YNL036W', 'YFR053C', 'YBR085C-A', 'YGR043C', 'Q0010', 'YLR355C', 'YLR362W', 'YLR361C']"
YDR275W,"['YOL101C', 'YMR090W', 'YER150W', 'YGL193C', 'YOL014W', 'YMR316W', 'YLR297W', 'YDL048C', 'YCL026C-B', 'YLR303W']"
YDR276C,"['YFL014W', 'YOR289W', 'YJL153C', 'YOL052C-A', 'YDR170W-A', 'YDR406W', 'YIL111W', 'Q0055', 'YDL038C', 'YER037W']"
YDR277C,"['YGR243W', 'YMR011W', 'YKR075C', 'YBR297W', 'YDL048C', 'YFR053C', 'YDR343C', 'YLR327C', 'YJL153C', 'YBR298C']"
YDR278C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR279W,"['YFL014W', 'YDR171W', 'YGR043C', 'YBR072W', 'YFR053C', 'YGL089C', 'YMR169C', 'YLR327C', 'YOL052C-A', 'Q0010']"
YDR280W,"['YDR171W', 'YCL040W', 'YHR087W', 'YBR072W', 'YJL153C', 'YLR178C', 'YGR043C', 'YLR348C', 'YLR356W', 'YLR362W']"
YDR281C,"['YHR136C', 'YBL098W', 'YBR296C', 'YGR260W', 'YHR215W', 'YBR085C-A', 'YJR078W', 'YDL038C', 'YOL100W', 'YDR171W']"
YDR282C,"['YOR382W', 'YFL014W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YDR283C,"['YML123C', 'YKR093W', 'Q0055', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR284C,"['YDL038C', 'YCL040W', 'YHR087W', 'YML128C', 'YFL014W', 'YDR133C', 'YKL096W', 'Q0130', 'YLR361C', 'YLR360W']"
YDR285W,"['YFL014W', 'YLR231C', 'YGL089C', 'Q0130', 'YDR133C', 'YBR072W', 'YFR053C', 'YAL061W', 'YLR349W', 'YLR347C']"
YDR286C,"['YFL014W', 'Q0055', 'YOR153W', 'YJL153C', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR287W,"['YKL103C', 'YCL042W', 'YFR053C', 'YJL153C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR288W,"['YOL058W', 'Q0130', 'YNR058W', 'YER081W', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR289C,"['Q0065', 'YNR058W', 'YER081W', 'YPR158W-A', 'YOL058W', 'YIL080W', 'YLR350W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR290W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR291W,"['Q0055', 'YKL096W', 'Q0010', 'YLR351C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR292C,"['YBR072W', 'YLR178C', 'YDR034W-B', 'YGL089C', 'YFL014W', 'YML123C', 'Q0010', 'YLR361C', 'YLR360W', 'YLR359W']"
YDR293C,"['YDR170W-A', 'YLR120C', 'YGR043C', 'YEL060C', 'YDR077W', 'YDR074W', 'YML100W', 'Q0055', 'YJL159W', 'YLR349W']"
YDR294C,"['YFR053C', 'YDR077W', 'YDR171W', 'YML123C', 'YGL089C', 'YML128C', 'YLR347C', 'YLR355C', 'YLR362W', 'YLR361C']"
YDR295C,"['YOR225W', 'YDR259C', 'YIL117C', 'YGR142W', 'YMR046C', 'YLR327C', 'YER081W', 'YIL080W', 'YFL014W', 'YLR359W']"
YDR296W,"['Q0065', 'YFR053C', 'YLR346C', 'YLR327C', 'YFL014W', 'YOR382W', 'YDR406W', 'YLR351C', 'YLR359W', 'YLR358C']"
YDR297W,"['YBR092C', 'YDL038C', 'YBR085W', 'YBR072W', 'YNL036W', 'YJR004C', 'YDL048C', 'YMR011W', 'Q0070', 'YML123C']"
YDR298C,"['YDL181W', 'YBR039W', 'YDR529C', 'YOR153W', 'YPR020W', 'YKL109W', 'YER081W', 'YNL036W', 'YML123C', 'YBR085C-A']"
YDR299W,"['YPR112C', 'YKL172W', 'YCR005C', 'YAL061W', 'YDR171W', 'YDL038C', 'YCL040W', 'YER067W', 'YGL029W', 'YHR087W']"
YDR300C,"['YML128C', 'YHR087W', 'YFL014W', 'YML123C', 'YDR171W', 'YFR015C', 'YGR088W', 'YDR133C', 'YGL255W', 'Q0130']"
YDR301W,"['YHR087W', 'YFL014W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR302W,"['YER081W', 'YML100W', 'YOL058W', 'YBR072W', 'YOL100W', 'YBR085C-A', 'YGL089C', 'YFL002W-B', 'YDR077W', 'YLR354C']"
YDR303C,"['YDR034W-B', 'YDR170W-A', 'YFR053C', 'YML123C', 'YDL227C', 'YML058W-A', 'Q0010', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR304C,"['YBR072W', 'YGL089C', 'YGR234W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR305C,"['YLR327C', 'Q0055', 'YLR350W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR306C,"['YBR072W', 'YDR074W', 'YDL038C', 'YGL089C', 'YGR032W', 'YCL040W', 'YGR043C', 'YNL036W', 'YLR327C', 'YCR005C']"
YDR307W,"['YML100W', 'YDR170W-A', 'YLR350W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR308C,"['YDR170W-A', 'YEL060C', 'YJL153C', 'YDR019C', 'Q0065', 'YNL160W', 'YGL156W', 'YLR345W', 'YLR344W', 'YLR359W']"
YDR309C,"['YKR013W', 'YIL117C', 'YGR234W', 'YJR004C', 'YGR032W', 'YML123C', 'Q0130', 'YOL052C-A', 'YGL255W', 'YJL157C']"
YDR310C,"['YBR072W', 'YER081W', 'YML128C', 'YOL100W', 'YOR382W', 'Q0010', 'YLR351C', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR311W,"['YDR170W-A', 'YHR087W', 'YCL042W', 'YLR341W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR312W,"['YML100W', 'YHR066W', 'YHR087W', 'YDR171W', 'YDL039C', 'YLR344W', 'YLR362W', 'YLR361C', 'YLR360W', 'YLR359W']"
YDR313C,"['YBR072W', 'YOR374W', 'YFL014W', 'YOL052C-A', 'YFR053C', 'YDL181W', 'YGL089C', 'YML128C', 'YLR360W', 'YLR359W']"
YDR314C,"['YHR087W', 'YMR046C', 'Q0055', 'YLR341W', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR315C,"['YDR034W-B', 'YAR073W', 'YBR072W', 'YGL156W', 'YOR382W', 'YER081W', 'YHR138C', 'Q0010', 'YLR351C', 'YLR357W']"
YDR316W,"['YLR327C', 'Q0065', 'YDL038C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR317W,"['YHR015W', 'YJR078W', 'YIL014C-A', 'YBL098W', 'YDL039C', 'YJR025C', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR318W,"['YDR133C', 'YLR385C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR319C,"['YGR032W', 'YML128C', 'YIL117C', 'YOR289W', 'YHR087W', 'YBR085C-A', 'YMR169C', 'YML123C', 'YDR171W', 'YDL038C']"
YDR320C,"['YBR072W', 'YGR032W', 'YJL153C', 'Q0010', 'YLR353W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR320C-A,"['YDR379C-A', 'YDR381C-A', 'YLR400W', 'YDR210C-C', 'YAR009C', 'YFL002W-B', 'YDR210C-D', 'YFL014W', 'YGL089C', 'YLR362W']"
YDR321W,"['YLR327C', 'YML128C', 'YFL014W', 'Q0070', 'YOR289W', 'YER081W', 'YFR053C', 'YBR072W', 'YLR346C', 'YLR347C']"
YDR322C-A,"['YLR038C', 'YHR001W-A', 'YDL181W', 'YEL024W', 'YFR053C', 'YFL014W', 'YLR327C', 'YML123C', 'YDL038C', 'YOR374W']"
YDR322W,"['YFR053C', 'YLR327C', 'YDL181W', 'YFL014W', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR323C,"['YCL042W', 'YML128C', 'Q0010', 'YLR350W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR324C,"['YGR008C', 'YDR171W', 'YER081W', 'YLR327C', 'YCR005C', 'YNL036W', 'Q0055', 'YBR085C-A', 'YNL112W', 'YMR046C']"
YDR325W,"['YFL014W', 'YGL089C', 'YOL052C-A', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR326C,"['YHR087W', 'YGL089C', 'Q0010', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR327W,"['YDR034W-B', 'YBR072W', 'Q0010', 'YLR351C', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR328C,"['YBR072W', 'YDL039C', 'YHR087W', 'YBR085C-A', 'Q0010', 'YLR354C', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR329C,"['YDL039C', 'YDR171W', 'YNL036W', 'YGL089C', 'YER081W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR330W,"['YGL156W', 'YDR171W', 'YDR170W-A', 'YGL089C', 'YDL169C', 'YDR019C', 'YLR348C', 'YLR363C', 'YLR362W', 'YLR361C']"
YDR331W,"['YDL130W-A', 'YGL156W', 'YDR034W-B', 'YER081W', 'YNL036W', 'YGL089C', 'YDL038C', 'YLR327C', 'YBR072W', 'Q0065']"
YDR332W,"['YOL100W', 'YFL014W', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR333C,"['YDR170W-A', 'Q0055', 'YNR057C', 'YNL160W', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR334W,"['YML100W', 'YER081W', 'YOR382W', 'Q0010', 'YLR349W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR335W,"['YDR258C', 'YLR327C', 'YGR032W', 'YDL038C', 'YBR072W', 'YDR171W', 'Q0130', 'YML123C', 'Q0010', 'YLR358C']"
YDR336W,"['YBR072W', 'YDR170W-A', 'YOR382W', 'YOL058W', 'YLR130C', 'YGR234W', 'YNR058W', 'YER081W', 'YIR030C', 'YLR353W']"
YDR337W,"['YOR153W', 'YFR053C', 'Q0065', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR338C,"['YFL014W', 'YHR087W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR339C,"['YDR171W', 'YCL040W', 'YCR005C', 'YGR271C-A', 'YGR032W', 'YGL089C', 'YDL038C', 'YOR383C', 'YLR342W', 'YLR358C']"
YDR340W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR341C,"['YML128C', 'YLR327C', 'YBR072W', 'YHR087W', 'Q0065', 'YMR169C', 'YFL014W', 'YLR347C', 'YLR357W', 'YLR345W']"
YDR343C,"['YHR092C', 'YOL156W', 'YFR053C', 'YDR277C', 'YDL048C', 'YMR175W', 'YPR160W', 'YKL109W', 'YJL079C', 'YDL039C']"
YDR344C,"['YDR170W-A', 'YBR072W', 'YDR034W-B', 'Q0010', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR346C,"['YDR171W', 'YNL036W', 'YER081W', 'YGL089C', 'Q0130', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR347W,"['YIL070C', 'YFR053C', 'Q0065', 'YOR153W', 'YOR382W', 'YNL160W', 'Q0130', 'YOL058W', 'YFL014W', 'YLR353W']"
YDR348C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR349C,"['YGR032W', 'YER081W', 'YHR087W', 'Q0130', 'YGL089C', 'YLR352W', 'YLR361C', 'YLR360W', 'YLR359W', 'YLR358C']"
YDR350C,"['YBR085C-A', 'YER081W', 'YGR032W', 'YNL036W', 'YDR077W', 'YML128C', 'YGL089C', 'Q0055', 'YML123C', 'YBR072W']"
YDR351W,"['YFL014W', 'YIL117C', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR352W,"['YDR363W-A', 'Q0055', 'Q0010', 'YLR351C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C']"
YDR353W,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR354W,"['YOL058W', 'YFL014W', 'YGR234W', 'YOR383C', 'YJR109C', 'YGL117W', 'YCR102C', 'YML123C', 'Q0010', 'YLR358C']"
YDR355C,"['YBR072W', 'Q0010', 'YLR339C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C']"
YDR356W,"['YIL117C', 'YDR034W-B', 'YBR072W', 'Q0010', 'YLR352W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W']"
YDR357C,"['YHR209W', 'YGR043C', 'YDL246C', 'YJR025C', 'YIL014C-A', 'Q0055', 'YLR178C', 'YFR053C', 'YBR054W', 'YER081W']"
YDR358W,"['YDR171W', 'YEL060C', 'YDL039C', 'YDR074W', 'YML100W', 'YGL156W', 'YNL036W', 'YCL042W', 'YOR273C', 'YCR005C']"
YDR359C,"['YIL126W', 'YDL038C', 'YER081W', 'YDR170W-A', 'YJL078C', 'YCL042W', 'YOR383C', 'YLR286C', 'YLR352W', 'YLR353W']"
YDR360W,"['YOL155C', 'YLR383W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W', 'YLR352W']"
YDR361C,"['YCL042W', 'YNL112W', 'YNL141W', 'YGR234W', 'YDR171W', 'YBR072W', 'YER081W', 'YCL040W', 'YLR327C', 'YLL026W']"
YDR362C,"['Q0010', 'YLR291C', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W', 'YLR356W', 'YLR355C', 'YLR354C', 'YLR353W']"
YDR363W,"['YDR210C-C', 'YDL038C', 'YLR327C', 'YML123C', 'Q0010', 'YLR353W', 'YLR360W', 'YLR359W', 'YLR358C', 'YLR357W']"
YDR363W-A,"['YDR352W', 'YDR364C', 'YFL014W', 'Q0055', 'YIL117C', 'YGR043C', 'YDR170W-A', 'YLR327C', 'YLR356W', 'YLR362W']"
